WORD	PHONETICS
haddock	hædək
cartridge	kɑrtrɪdʒ
cession	sɛʃən
cheerily	tʃɪrɪli
reckon	rɛkən
lacrimal	lækrɪməl
sport	spɔrt
knock	nɒk
inveigher	ɪnveɪər
begin	bɪgɪn
augmentation	ɔgmɛnteɪʃən
guileless	gaɪlləs
spectral	spɛktrəl
sortie	sɔrti
collie	kɒli
longivity	lɒndʒɪvɪti
many	mɛni
religion	rɪlɪdʒən
mosque	mɒsk
plodder	plɒdər
anguish	æŋgwɪʃ
revolutionize	rɛvəluʃənaɪz
preventive	prɪvɛntɪv
magnifier	mægnɪfaɪər
swede	swid
intercept	ɪntərsɛpt
lava	lɑvə
undervalue	ʌndərvæljuː
cayenne	kaɪɛn
skill	skɪl
blowout	bloʊaʊt
ornament	ɔrnəmənt
mangle	mæŋgəl
trilinear	traɪlɪniər
artery	ɑrtəri
barge	bɑrdʒ
circumflexion	sɜrkəmflɛkʃən
assure	əʃʊr
brunette	bruːnɛt
bead	biːd
barbarism	bɑrbərɪzəm
ply	plaɪ
hateful	heɪtfəl
thump	θʌmp
beguile	bɪgaɪl
tub	tʌb
intent	ɪntɛnt
mechanist	mɛkənɪst
chronograph	krɒnəgræf
supervision	suːpərvɪʒən
tantalization	tæntəlaɪzeɪʃən
care	kɛr
unalterable	ʌnɔltərəbəl
expletive	ɛksplətɪv
judge	dʒʌdʒ
contrive	kəntɹaɪv
fluid	fluːɪd
quinine	kwaɪnaɪn
caret	kæɹət
curious	kjʊriəs
abohorrence	æbəhɔrəns
unjust	ʌndʒʌst
held	hɛld
grist	grɪst
page	peɪdʒ
blasphemy	blæsfəmi
intersect	ɪntərsɛkt
abnegate	æbnɪgeɪt
wring	rɪŋ
selfcontrol	sɛlfkəntroʊl
educational	ɛdʒəkeɪʃənəl
grayness	greɪnəs
reducible	rɪduːsəbəl
obtrusive	əbtruːsɪv
anagram	ænəgræm
ridicule	rɪdɪkjuːl
peerless	pɪrlɪs
unkind	ʌnkaɪnd
pedestal	pɛdɪstəl
importune	ɪmpɔrtun
composition	kɑmpəzɪʃən
frequent	frikwənt
hallow	hæloʊ
linear	lɪniər
cyclone	saɪkloʊn
loosen	lusən
articulary	ɑrtɪkjəlɛri
girder	gɜrdər
sensational	sɛnseɪʃənəl
virgin	vɜrdʒɪn
gazelle	gəzɛl
stripe	straɪp
facilitation	fəsɪlɪteɪʃən
vacancy	veɪkənsi
remunerate	rɪmjunəreɪt
skirmish	skɜrmɪʃ
blatant	bleɪtənt
hawser	hɔzər
tenacious	təneɪʃəs
holiday	hɑlədeɪ
pathetical	pəθɛtɪkəl
miscellany	mɪsəleɪni
vindicator	vɪndɪkeɪtər
salvage	sælvɪdʒ
frailty	freɪlti
alligator	ælɪgeɪtər
mendicancy	mɛndɪkənsi
maker	meɪkər
opal	oʊpəl
confuse	kənfjuz
trunkful	trʌŋkfʊl
forgery	fɔrdʒəri
stratum	streɪtəm
mulatto	məlɑtoʊ
diplomatist	dɪploʊmətɪst
alliteration	əlɪtəreɪʃən
pattern	pætərn
borne	bɔrn
vocation	voʊkeɪʃən
grace	greɪs
medium	midiəm
greatness	greɪtnəs
implication	ɪmplɪkeɪʃən
blank	blæŋk
amount	əmaʊnt
deckle	dɛkəl
forgivable	fəɹgɪvəbəl
however	haʊɛvəɹ
duenna	duɛnə
cornice	kɔɹnɪs
view	vju
characterization	kæɹəktəɹəzeɪʃən
document	dɑkjəmənt
regatta	ɹɪgætə
terrecetrial	tɛɹəsɛtɹiəl
ransomer	ɹænsəməɹ
impenitent	ɪmpɛnɪtənt
punctuality	pʌŋktʃuæləti
mite	maɪt
pepsin	pɛpsɪn
belt	bɛlt
unfaithful	ʌnfeɪθfəl
custody	kʌstədi
supplant	səplænt
peer	pɪɹ
contrivable	kəntɹaɪvəbəl
solarize	soʊləɹaɪz
craft	kɹæft
north	nɔɹθ
portliness	pɔɹtlinəs
indecisive	ɪndɪsaɪsɪv
freshman	fɹɛʃmən
penalty	pɛnəlti
appreciation	əpɹiʃieɪʃən
retrogression	ɹɛtɹoʊgɹɛʃən
competition	kɑmpətɪʃən
childish	tʃaɪldɪʃ
receptacle	ɹɪsɛptəkəl
administrator	ədmɪnɪstɹeɪtəɹ
contradictory	kɑntɹədɪktəɹi
mediocre	midiəkəɹ
pharmacy	fɑɹməsi
naturally	nætʃəɹəli
apparatus	æpəɹætəs
destructive	dɪstɹʌktɪv
lane	leɪn
ostentation	ɑstɛnteɪʃən
recognize	ɹɛkəgnaɪz
elephant	ɛləfənt
chap	tʃæp
contributive	kəntɹɪbjətɪv
attainable	əteɪnəbəl
channel	tʃænəl
zenith	zinɪθ
garrulous	gæɹələs
premier	pɹəmɪɹ
interstate	ɪntəɹsteɪt
penitrative	pɛnɪtɹeɪtɪv
notion	noʊʃən
tidewater	taɪdwɔtəɹ
wrist	ɹɪst
daytime	deɪtaɪm
furrier	fɜɹiəɹ
sluice	slus
cerebral	səɹibɹəl
dispute	dɪspjut
woof	wʊf
insinuate	ɪnsɪnjueɪt
total	toʊtəl
utility	jutɪləti
inconvinience	ɪnkənviniəns
edifice	ɛdɪfɪs
cheap	tʃip
naval	neɪvəl
coward	kaʊəɹd
metallic	mətælɪk
potency	poʊtənsi
phonography	fənaɡɹəfi
vice	vaɪs
kinship	kɪnʃɪp
cynicism	sɪnɪsɪzəm
innermost	ɪnəɹmoʊst
desiccate	dɛsɪkeɪt
outlook	aʊtlʊk
aforementioned	əfɔɹmɛnʃənd
rectifiable	ɹɛktɪfaɪəbəl
commutability	kəmjutəbɪləti
shrimp	ʃɹɪmp
candor	kændəɹ
stipulation	stɪpjuleɪʃən
cruel	kɹuəl
reincarnation	ɹiɪnkaɹneɪʃən
repulse	ɹɪpʌls
idolatrus	aɪdɒlətɹəs
dose	doʊs
britannic	bɹɪtænɪk
disfigure	dɪsfɪɡjəɹ
articular	aɹtɪkjələɹ
cover	kʌvəɹ
stainless	steɪnləs
microbe	maɪkɹoʊb
penmanship	pɛnmənʃɪp
perceive	pəɹsiv
radium	ɹeɪdiəm
deterrent	dɪtɛɹənt
futility	fjutɪləti
faintness	feɪntnəs
granite	grænɪt
priceless	praɪsləs
villager	vɪlɪdʒər
lake	leɪk
wicked	wɪkɪd
inundate	ɪnʌndeɪt
extrinsic	ɛkstrɪnsɪk
costliness	kɔstlinəs
confront	kənfrʌnt
fastener	fæsənər
hopeless	hoʊpləs
possessive	pəzɛsɪv
unbalanced	ʌnbælənst
impersonal	ɪmpɜrsənəl
atheistical	eɪθiɪstɪkəl
tiara	tiɑrə
forestall	fɔrstɔl
plead	plid
lenient	liniənt
wig	wɪg
thicket	θɪkɪt
curt	kɜrt
unreserved	ʌnrɪzɜrvd
pledger	plɛdʒər
appalachian	æpəleɪʃən
sermonize	sɜrmənaɪz
capricious	kəprɪʃəs
thyroid	θaɪrɔɪd
pious	paɪəs
refutatory	rɪfjutətɔri
negotiate	nəgoʊʃieɪt
challengeable	tʃæləndʒəbəl
squirm	skwɜrm
platen	plætən
lion	laɪən
quatrain	kwɑtreɪn
winnow	wɪnoʊ
good	gʊd
yodel	joʊdəl
tether	tɛðər
companion	kəmpænjən
caribou	kærɪbu
valid	vælɪd
rebate	ribɛt
stimulus	stɪmjələs
idealize	aɪdiəlaɪz
aviary	eɪviɛri
riot	raɪət
alcohol	ælkəhɔl
proverbial	prəvɜrbiəl
trowel	traʊəl
colic	kɑlɪk
jacoseness	dʒəkoʊsnəs
bourbon	bɜrbən
defendant	dɪfɛndənt
sir	sɜr
reactionary	riæktʃənɛri
unwonted	ʌnwɑntɪd
commensuration	kəmɛnsjəreɪʃən
deflectable	dɪflɛktəbəl
teak	tik
depth	dɛpθ
foreman	fɔrmən
april	eɪprəl
renown	rɪnaʊn
sacrilege	sækrəlɪdʒ
slavery	sleɪvəri
scarcity	skɛrsəti
password	pæswɜrd
horn	hɔrn
particular	pərtɪkjələr
peurious	pjʊriəs
theologian	θiəloʊdʒən
forsake	fɔrseɪk
lengthen	lɛŋθən
potion	poʊʃən
log	lɔg
magnify	mægnəfaɪ
yielder	jildər
assignation	æsɪgneɪʃən
fluctuate	flʌktʃueɪt
acrimony	ækrəmoʊni
legality	liɡæləti
flounder	flaʊndər
digger	dɪgər
fealty	fiəlti
matchless	mætʃləs
practicable	præktɪkəbəl
adoption	ədɑpʃən
idealist	aɪdiəlɪst
remark	rɪmɑrk
niggard	nɪgərd
bale	beɪl
comestible	kəmɛstəbəl
alpine	ælpaɪn
say	seɪ
frankness	fræŋknəs
uncompanionable	ʌnkəmpænjənəbəl
obscure	əbskjʊr
farm	fɑrm
uncivil	ʌnsɪvəl
discover	dɪskʌvər
mournful	mɔrnfəl
easel	izəl
hypnotism	hɪpnətɪzəm
fortitude	fɔrtətud
hermetical	hərmetɪkəl
distract	dɪstrækt
gem	dʒɛm
savingly	sevɪŋli
unmake	ʌnmek
jolt	dʒoʊlt
workmanship	wərkmənsɪp
easier	iziər
decline	dɪklɑɪn
conquer	kɑŋkər
senatorial	sɛnətɔriəl
calcareous	kælkɛriəs
confirm	kənfərm
levelness	lɛvəlnəs
disable	dɪsebəl
cartilage	kɑrtəlɪdʒ
embalm	ɪmbɑm
color	kʌlər
quickness	kwɪknəs
tremble	trɛmbəl
penetrate	pɛnətret
bright	brɑɪt
annually	ænjuəli
balm	bɑm
dactyl	dæktəl
network	nɛtwərk
laborious	ləbɔriəs
applaud	əplɔd
ability	əbɪləti
signify	sɪgnəfɑɪ
vicissitude	vɪsɪsətud
program	proʊgræm
stimulate	stɪmjəlet
frigate	frɪgət
interjection	ɪntərdʒɛkʃən
naught	nɔt
flee	fli
award	əwɔrd
mightily	mɑɪtəli
aquiline	ækwəlɑɪn
fickleness	fɪkəlnəs
demonstration	dɛmənstreʃən
sidereal	sɑɪdɪriəl
clientage	klaɪəntɪdʒ
brag	bræg
consonant	kɑnsənənt
quake	kweɪk
explicit	ɪksplɪsɪt
capsule	kæpsul
flippant	flɪpənt
warranter	wɔrəntər
communicant	kəmjunɪkənt
surplice	sɜrplɪs
sacred	seɪkrɪd
justification	dʒʌstɪfɪkeɪʃən
distasteful	dɪsteɪstfəl
customhouse	kʌstəmhaʊs
thaw	θɔ
mythical	mɪθɪkəl
transfuse	trænzfjuz
gentility	dʒɛntɪləti
professor	prəfɛsər
spectrum	spɛktrəm
denunciation	dɪnʌnsieɪʃən
hydrogen	haɪdrədʒən
nostrum	nɑstrəm
coldness	koʊldnəs
damascus	dəmæskəs
partaker	pɑrteɪkər
allegation	æləgeɪʃən
emaciation	ɪmeɪsieɪʃən
nominator	nɑmɪneɪtər
ostrich	ɑstrɪtʃ
damageable	dæmɪdʒəbəl
wishbone	wɪʃboʊn
scholastic	skəlæstɪk
probity	proʊbəti
sanctity	sæŋktəti
confound	kənfaʊnd
fetter	fɛtər
ordain	ɔrdeɪn
taborine	tæbərin
supple	sʌpəl
gravity	grævəti
crabineer	kræbɪnɪr
vaporous	veɪpərəs
unconnected	ʌnkənɛktəd
speak	spik
chinese	tʃaɪniz
calvary	kælvəri
hereunto	hɪrʌntu
morality	məræləti
rose	roʊz
coldly	koʊldli
preach	pritʃ
crackle	krækəl
familiar	fəmɪliɚ
resolution	rɛzəluʃən
chivalric	ʃɪvælrɪk
center	sɛntɚ
decanter	dɪkæntɚ
discomposure	dɪskəmpoʊʒɚ
vainglory	veɪnɡlɔri
peevishness	pivɪʃnəs
tide	taɪd
turnip	tɝnɪp
criminal	krɪmənəl
starred	stɑrd
cater	keɪtɚ
ultimatum	ʌltəmeɪtəm
jubilant	dʒubələnt
despise	dɪspaɪz
flutter	flʌtɚ
discrepancy	dɪskrɛpənsi
reanimate	riænəmeɪt
ducat	dʌkət
raillery	reɪləri
cemetery	sɛməteri
lagoon	ləɡun
extent	ɪkstɛnt
artificial	ɑrtəfɪʃəl
contrariwise	kəntrɛriwαɪz
olgarchy	ɔlɡɑrki
putative	pjutətɪv
comport	kəmpɔrt
resonance	rɛzənəns
symbolic	sɪmbɑlɪk
expostulate	ɪkspɑstʃəleɪt
tabernacle	tæbɚnækəl
swindler	swɪndlɚ
office	ɔfɪs
frantic	fræntɪk
vitality	vaɪtæləti
forlorn	fɔrlɔrn
deign	deɪn
preparation	prɛpəreɪʃən
sheik	ʃeɪk
journal	dʒɝnəl
slurred	slɝd
sunder	sʌndɚ
lateral	lætərəl
dirtiness	dɝtinəs
homeliness	hoʊmlinəs
venom	vɛnəm
malignacy	məlɪgnəsi
guardianship	gɑrdiənʃɪp
separation	sɛpəreɪʃən
clod	klɑd
imply	ɪmplaɪ
timber	tɪmbər
phlegmatic	flɛgmætɪk
silent	saɪlənt
rankle	ræŋkəl
stone	stoʊn
agate	ægət
tiffin	tɪfɪn
cockney	kɑkni
circumrotation	sərkəmroʊteɪʃən
remodel	rimodəl
crisis	kraɪsɪs
singer	sɪŋər
apostate	əpɑsteɪt
dutiable	dutɪəbəl
moralize	mɔrəlaɪz
appointee	əpɔɪnti
youthful	juθfəl
diplomacy	dɪploʊməsi
hapless	hæplɪs
poster	poʊstər
curvature	kərvətʃər
rhapsodize	ræpsədaɪz
fiat	fiæt
necromancy	nɛkrəmænsi
frenzy	frɛnzi
dividable	dɪvaɪdəbəl
backwardness	bækwərdnɪs
selfrespect	sɛlfrɪspɛkt
dreaded	drɛdɪd
trombone	trɑmboʊn
preservative	prɪzərvətɪv
balustrade	bæləstreɪd
fancier	fænsiər
physics	fɪzɪks
vestige	vɛstɪdʒ
joker	dʒoʊkər
spiritless	spɪrɪtlɪs
winner	wɪnər
transfigure	trænsfɪgjər
motto	mɑtoʊ
jinrikisha	dʒɪnrɪkɪʃə
pongee	pɑndʒi
humiliation	hjumɪlieɪʃən
bevel	bɛvəl
stain	steɪn
bicker	bɪkər
stylographic	staɪləgræfɪk
fishery	fɪʃəri
effulgent	ɪfʌldʒənt
unworthy	ʌnwɜrði
secret	sikrət
parboil	pɑrboɪl
assess	əsɛs
corrective	kərɛktɪv
surveillant	sərveɪlənt
obituary	əbɪtʃuɛri
herald	hɛrəld
recipience	rɪsɪpiəns
oddness	ɑdnəs
javelin	dʒævəlɪn
assimilative	əsɪməleɪtɪv
revival	rɪvaɪvəl
custom	kʌstəm
penny	pɛni
lullaby	lʌləbaɪ
dicker	dɪkər
verb	vɜrb
sinuous	sɪnjuəs
conceive	kənsiv
unauthentic	ʌnɔθɛntɪk
adaptability	ədæptəbɪləti
worsted	wʊrstəd
lose	luz
ancient	eɪnʃənt
for	fɔr
shaggy	ʃægi
logicalness	lɑdʒɪkəlnəs
precise	prɪsaɪs
accolade	ækəleɪd
trade	treɪd
file	faɪl
length	lɛŋθ
refraction	rɪfrækʃən
murmurous	mɜrmərəs
infancy	ɪnfənsi
barrack	bærək
park	pɑrk
perjure	pɜrdʒər
tamper	tæmpər
duplex	duplɛks
trumpery	trʌmpəri
atmospheric	ætməsfɛrɪk
immoral	ɪmɔrəl
distrustful	dɪstrʌstfəl
orb	ɔrb
nigh	naɪ
inform	ɪnfɔrm
repeal	rɪpil
blanch	blæntʃ
pulley	pʊli
grandmother	grændmʌðər
capability	keɪpəbɪləti
bylaw	baɪlɔ
trident	traɪdənt
extortion	ɪkstɔrʃən
limp	lɪmp
regard	rɪgɑrd
clinic	klɪnɪk
liquidate	lɪkwɪdeɪt
leasable	lisəbəl
perceiver	pərsiːvər
nonconforming	nɑnkənfɔrmɪŋ
shadowy	ʃædoʊi
unused	ʌnjuzd
falsehood	fɔlshʊd
rectangular	rɛktæŋgjələr
compete	kəmpit
invasion	ɪnveɪʒən
doublet	dʌblət
startle	stɑrtəl
majesty	mædʒəsti
inveigh	ɪnveɪ
loftiness	lɔftinəs
hanker	hæŋkər
discolor	dɪskʌlər
bisector	baɪsɛktər
velocity	vəlɑsəti
matrimony	mætrəmoʊni
forfeit	fɔrfɪt
insuperable	ɪnsupərəbəl
capitalist	kæpɪtəlɪst
sclerotic	sklərɑtɪk
inanity	ɪnænəti
locket	lɑkət
decamp	dikæmp
benzoate	bɛnzoʊeɪt
hardware	hɑrdwɛr
appertain	æpərteɪn
aqueous	eɪkwiəs
aromatic	ærəmætɪk
imprison	ɪmprɪzən
stipend	staɪpɛnd
perch	pɜrtʃ
demerit	dimɛrɪt
producible	prəduːsəbəl
vigilance	vɪdʒələns
interim	ɪntərɪm
flexibility	flɛksəbɪləti
vitalism	vaɪtəlɪzəm
conscionable	kɒnʃənəbəl
accord	əkɔrd
ineffectuality	ɪnəfɛktʃuæləti
perspicuity	pɜrsəkjuəti
terminate	tɜrmɪneɪt
dominance	dɒmɪnəns
slab	slæb
transposition	trænspəzɪʃən
hardness	hɑrdnəs
coquet	koʊkɛt
magnificience	mægnɪfɪʃəns
adjourn	ədʒɜrn
lubricator	lubrəkeɪtər
abound	əbaʊnd
stick	stɪk
venality	vɪnæləti
verification	vɛrəfəkeɪʃən
backward	bækwərd
appreciable	əpriʃiəbəl
cooperative	koʊɒpərətɪv
reprehensible	rɛprəhɛnsəbəl
coxswain	kɒksən
quarto	kwɔrtoʊ
contemplative	kəntɛmpləɪtɪv
highland	haɪlənd
saber	seɪbər
behest	bɪhɛst
mean	min
odor	oʊdər
daffodil	dæfədɪl
negative	nɛgətɪv
abbey	æbi
replete	rɪplit
topmost	tɒpmoʊst
freely	frili
growth	groʊθ
grope	groʊp
defendable	dɪfɛndəbəl
antique	æntik
chaotic	keɪɒtɪk
spearmint	spɪrmɪnt
cousinly	kʌzənli
trouble	trʌbəl
anthracite	ænθrəsaɪt
twofold	tufoʊld
ebullition	ɛbəlɪʃən
obligingly	əblaɪdʒɪŋli
comemorative	kəmɛmərətɪv
comment	kɑmɛnt
issuance	ɪʃuəns
statics	stætɪks
recompense	rɛkəmpɛns
elm	ɛlm
moot	mut
niggardliness	nɪgərdlinəs
repeatedly	rɪpitədli
recite	rɪsaɪt
arabic	ærəbɪk
pretext	pritɛkst
approval	əpruvəl
silver	sɪlvər
couplet	kʌplət
addiction	ədɪkʃən
ore	ɔr
confluence	kɑnfluəns
contention	kəntɛnʃən
ventilator	vɛntɪleɪtər
cup	kʌp
slander	slændər
inimitable	ɪnɪmɪtəbəl
inner	ɪnər
declarative	dɪklærətɪv
assiduous	əsɪdʒuəs
break	breɪk
mineralogy	mɪnərɑlədʒi
interposition	ɪntərpəzɪʃən
skylight	skaɪlaɪt
supplement	sʌpləmɛnt
ill	ɪl
jointure	dʒɔɪntʃər
cryptic	krɪptɪk
rarefy	rɛrɪfaɪ
tolerable	tɑlərəbəl
perishable	pɛrɪʃəbəl
although	ɔlðoʊ
ratio	reɪʃioʊ
sociableness	soʊʃəbəlnəs
incomplete	ɪnkəmplit
sympathetic	sɪmpəθɛtɪk
vaporize	veɪpəraɪz
cosmetic	kɑzmɛtɪk
yardstick	jɑrdstɪk
thursday	θɜrzdeɪ
roguish	roʊgɪʃ
capacious	kəpeɪʃəs
smallpox	smɔlpɑks
curator	kjʊrətər
atheneum	æθəniəm
covert	koʊvərt
relexable	rilɛksəbəl
reciprocate	rɪsɪprəkeɪt
jeweler	dʒuələr
villa	vɪlə
tambourine	tæmbərin
plucky	plʌki
reservation	rɛzərveɪʃən
learn	lɜrn
prosperity	prɑspɛrəti
scrimmage	skrɪmɪdʒ
unutilized	ʌnjutəlaɪzd
convene	kənvin
sobriety	səbraɪəti
ultramarine	ʌltrəmərin
disorganize	dɪsɔrgənaɪz
leap	lip
spasm	spæzəm
recreate	rikrieɪt
expose	ɪkspoʊz
vitrescence	vɪtrɛsəns
admission	ədmɪʃən
gone	gɔn
rivalry	raɪvəlri
deal	dil
floe	floʊ
leash	liʃ
planter	plæntər
deputy	dɛpjəti
graduate	grædʒuət
retirement	rɪtaɪərmənt
effectiveness	ɪfɛktɪvnəs
solicitude	səlɪsɪtud
primary	praɪmɛri
cadaverous	kədævərəs
swung	swʌŋ
debauch	dɪbɔtʃ
thoroughbred	θɜroʊbrɛd
inquisition	ɪnkwɪzɪʃən
meliorate	miliəreɪt
neutrality	nutrælɪti
transpose	trænzpoʊz
liquidator	lɪkwɪdeɪtər
carter	kɑrtər
rueful	rufəl
inapt	ɪnæpt
inspection	ɪnspɛkʃən
intonate	ɪntəneɪt
mollifier	mɒlɪfaɪə
raft	rɑːft
circulation	sɜːkjʊleɪʃən
twirl	twɜːl
morocco	məɹɒkəʊ
hospitality	hɒspɪtæləti
confectionery	kənfɛkʃənəɹi
statistics	stətɪstɪks
semitone	sɛmɪtəʊn
apostolate	əpɒstələt
notwithstanding	nɒtwɪθstændɪŋ
camphor	kæmfə
reduce	ɹɪdjuːs
inmate	ɪnmeɪt
young	jʌŋ
waist	weɪst
neatness	niːtnəs
harangue	həɹæŋ
assassin	əsæsɪn
crane	kɹeɪn
cognate	kɒɡneɪt
tweezers	twiːzəz
mortification	mɔːtɪfɪkeɪʃən
somebody	sʌmbədi
dinginess	dɪndʒɪnəs
omission	əmɪʃən
vehemence	viːəməns
flier	flaɪə
artist	ɑːtɪst
loose	luːs
characterless	kæɹəktəlɛs
mesmerism	mɛzməɹɪzəm
poodle	puːdl
wrath	ɹɒθ
derange	dɪɹeɪndʒ
bishopdom	bɪʃəpdəm
heather	hɛðə
poke	pəʊk
meal	miːl
daze	deɪz
wainscot	weɪnskət
monkey	mʌŋki
abide	əbaɪd
immerse	ɪmɜːs
sleepiness	sliːpɪnəs
daringly	dɛəɹɪŋli
insistent	ɪnsɪstənt
subterfuge	sʌbtəfjuːdʒ
charade	ʃəɹɑːd
inefficient	ɪnəfɪʃənt
rotten	rɑtən
squall	skwɔl
south	saʊθ
spasmodic	spæzmɑdɪk
antiquarian	æntɪkwɛriən
book	bʊk
coherence	koʊhɪrəns
personation	pɜrsəneɪʃən
lard	lɑrd
only	oʊnli
venomous	vɛnəməs
thoroughfare	θɜroʊfɛr
satiate	seɪʃieɪt
swath	swɑθ
controllability	kəntrəʊləbɪləti
egg	ɛg
nun	nʌn
restraint	rɪstreɪnt
repository	rɪpɑzətɔri
where	wɛr
bribery	braɪbəri
sublet	sʌblɛt
anthem	ænθəm
crayon	kreɪɑn
postage	poʊstɪdʒ
column	kɑləm
guzzle	gʌzəl
matchable	mætʃəbəl
narrowly	nɛroʊli
radiator	reɪdieɪtər
cursory	kɜrsəri
sheer	ʃɪr
tissue	tɪʃu
imposition	ɪmpəzɪʃən
mesh	mɛʃ
delirious	dɪlɪriəs
above	əbʌv
slippery	slɪpəri
unwritten	ʌnrɪtən
decoction	dɪkɑkʃən
typhoon	taɪfun
indispensable	ɪndɪspɛnsəbəl
smilingly	smaɪlɪŋli
unerring	ʌnɛrɪŋ
coop	kup
huckster	hʌkstər
luminory	luminəri
pall	pɔl
blur	blɜr
children	tʃɪldrən
persuasibility	pəˌsweɪzəˈbɪləti
gaudily	ˈgɔdəli
ashen	ˈæʃən
contribution	ˌkɑntrəˈbjuʃən
xyris	ˈzaɪrɪs
accountant	əˈkaʊntənt
mow	maʊ
astronomy	əˈstrɑnəmi
multifarious	ˌmʌltəˈfɛriəs
tyrannize	ˈtɪrənaɪz
gain	geɪn
poplar	ˈpɑplər
introduce	ˌɪntrəˈdus
impregnability	ɪmˌprɛgnəˈbɪləti
mastoid	ˈmæstɔɪd
dread	drɛd
tame	teɪm
divinity	dəˈvɪnəti
horsepower	ˈhɔrsˌpaʊər
bar	bɑr
indictable	ɪnˈdaɪtəbəl
puppy	ˈpʌpi
legion	ˈliʤən
articulative	ɑrˈtɪkjəˌleɪtɪv
circumlocutory	ˌsɜrkəmˈlɑkjətɔri
monopolist	məˈnɑpəlɪst
dwaraf	dwɔrf
condolement	kənˈdoʊlmənt
walrus	ˈwɔlrəs
authenticate	ɔˈθɛntɪkeɪt
flurry	ˈflɜri
curl	kɜrl
staid	steɪd
ingratiate	ɪnˈgreɪʃiˌeɪt
roundness	ˈraʊndnəs
dastardly	ˈdæstərdli
investigator	ɪnˈvɛstəˌgeɪtər
alacrity	əˈlækrəti
archipelago	ˌɑrkəˈpɛləˌgoʊ
unhealthful	ʌnˈhɛlθfəl
petition	pəˈtɪʃən
tonnage	ˈtʌnɪʤ
investigate	ɪnˈvɛstəˌgeɪt
hitch	hɪtʃ
parcel	ˈpɑrsəl
elocutionary	ˌɛləˈkjuʃəˌnɛri
her	hɜr
varied	ˈvɛrid
uranic	jʊˈrænɪk
voltameter	vɒlˌtæmɪtər
cleaver	klivər
valuation	væljuˌeɪʃən
screw	skru
fissure	fɪʃər
vitric	vɪtrɪk
comprehend	kɒmprɪˌhɛnd
opacity	oʊˌpæsəti
extort	ɪkˌstɔrt
yawn	jɔn
celluloid	sɛljəˌlɔɪd
luxurious	lʌgˌʒʊriəs
effectual	ɪˌfɛktʃuəl
impracticability	ɪmˌpræktɪkəˌbɪləti
millenary	mɪləˌnɛri
appear	əˌpɪr
sundry	sʌndri
accessory	əkˌsɛsəri
tortoise	tɔrtəs
philosophize	fəˌlɑsəˌfaɪz
clutch	klʌtʃ
looseness	lusnəs
unfilial	ʌnˌfɪliəl
trellis	trɛlɪs
box	bɑks
gag	gæg
sustenance	sʌstənəns
ramify	ræməˌfaɪ
container	kənˌteɪnər
magnetism	mægˌnɛtɪzəm
fustian	fʌstiən
lowland	loʊˌlænd
fauna	fɔnə
pleasure	plɛʒər
olden	oʊldən
aspiration	æspəˌreɪʃən
mortal	mɔrtəl
orator	ɔrətər
governor	gʌvənər
architecture	ɑrkəˌtɛktʃər
latitudinal	lætəˌtudnəl
unite	juˌnaɪt
uncontradicted	ʌnˌkɑntrəˌdɪktəd
tag	tæg
handsome	hænsəm
delectation	diˌlɛkˌteɪʃən
casual	kæʒuəl
mouthpiece	maʊθˌpis
wittiness	wɪtinəs
tertiary	tɜrʃiˌɛri
quilt	kwɪlt
unattempted	ʌnəˌtɛmptɪd
designate	dɛzɪgneɪt
emasculate	ɪmæskjəleɪt
spoon	spun
nonchalant	nɑnʃəlɑnt
jurisdiction	dʒʊrɪsˌdɪkʃən
languid	læŋgwɪd
humor	hjumər
taut	tɔt
patois	pæˌtwɑ
felicity	fəlɪsɪti
tariff	tærɪf
autobiography	ɔtəbaɪˌɑgrəfi
champagne	ʃæmˌpeɪn
lag	læg
crash	kræʃ
stealth	stɛlθ
debut	deɪˌbju
valetudinarian	vælɪtudɪˌnɛriən
latter	lætər
suspicion	səˌspɪʃən
jealousy	dʒɛləsi
apprise	əˌpraɪz
disbursement	dɪsˌbɜrsmənt
textbook	tɛkstbʊk
oppose	əˌpoʊz
yam	jæm
monarchal	məˌnɑrkəl
dispose	dɪsˌpoʊz
scamp	skæmp
dowry	daʊri
pacifier	pæsɪˌfaɪər
necklace	nɛklɪs
legend	lɛdʒənd
dreadful	drɛdfl
whither	wɪðər
questionless	kwɛstʃənlɪs
adultery	əˌdʌltəri
dualist	duəlɪst
keen	kin
irremediate	ɪrɪˌmidiət
indeterminate	ɪndɪˌtɜrmɪnət
mentally	mɛntəli
beadle	bidl
cleanly	klinli
penetrability	pɛnɪtrəˌbɪlɪti
historic	hɪˌstɔrɪk
linen	lɪnən
catalpa	kəˌtælpə
affirmative	əfɜrmətɪv
cell	sɛl
abstracted	æbstræktɪd
lacteal	læktiəl
remove	rimuv
club	klʌb
avidity	əvɪdɪti
penniless	pɛnɪlɪs
theater	θiətər
showily	ʃoʊɪli
pulpit	pʊlpɪt
salvation	sælveɪʃən
besiege	bɪsidʒ
react	riækt
comprehensiveness	kɑmprɪhɛnsɪvnɪs
decadence	dɛkədəns
objector	əbdʒɛktər
mesmeric	mɛzmɛrɪk
besieger	bɪsidʒər
feline	filɑɪn
ditto	dɪtoʊ
xanthine	zænθin
intrepid	ɪntrɛpɪd
corridor	kɔrɪdɔr
arson	ɑrsən
turnstile	tɜrnstɑɪl
plausible	plɔzəbəl
